id,name,category,main_category,currency,deadline,goal,launched,pledged,state,backers,country,usd pledged,usd_pledged_real,usd_goal_real,gap,launched_parsed,deadline_parsed
4344,This Integrated Chart of the Universe Changes Everything!,Nonfiction,Publishing,USD,2016-01-01,108801.0,2015-12-12 01:52:37,124.0,failed,4,US,124.0,124.0,108801.0,108677.0,2015-12-12 01:52:37,2016-01-01 00:00:00
4345,Dani Diez's Inktober,Illustration,Art,EUR,2017-05-10,7000.0,2017-04-10 17:34:52,12918.0,successful,310,ES,127.09,14049.55,7613.16,6872.91,2017-04-10 17:34:52,2017-05-10 00:00:00
4346,Bring Kade Home for Christmas,Music,Music,USD,2012-10-31,2000.0,2012-10-16 18:51:20,2660.0,successful,44,US,2660.0,2660.0,2000.0,-660.0,2012-10-16 18:51:20,2012-10-31 00:00:00
4347,The Tales of the Archer Puppies #1,Comics,Comics,USD,2011-08-01,2650.0,2011-06-29 04:23:09,97.0,failed,8,US,97.0,97.0,2650.0,2553.0,2011-06-29 04:23:09,2011-08-01 00:00:00
4348,"Filming LIVE at GalactiCon 3, Worlds Largest BSG Confernce",Webseries,Film & Video,USD,2013-01-09,6700.0,2012-12-10 20:33:10,0.0,failed,0,US,0.0,0.0,6700.0,6700.0,2012-12-10 20:33:10,2013-01-09 00:00:00
4349,Resist This,Apparel,Fashion,USD,2016-08-03,24500.0,2016-07-05 19:46:03,0.0,failed,0,US,0.0,0.0,24500.0,24500.0,2016-07-05 19:46:03,2016-08-03 00:00:00
4350,Dizzy Ventilators & Monica Lionheart //  Spring 2012 Tour,Music,Music,USD,2012-02-26,3000.0,2012-02-05 21:20:16,3002.0,successful,20,US,3002.0,3002.0,3000.0,-2.0,2012-02-05 21:20:16,2012-02-26 00:00:00
4351,See the life as Art - Asia,Art,Art,EUR,2014-11-07,3000.0,2014-10-08 00:51:31,10.0,failed,1,NL,12.52,12.39,3717.89,2987.48,2014-10-08 00:51:31,2014-11-07 00:00:00
4352,Finally! A holiday CD from FOILED AGAIN!,Country & Folk,Music,USD,2013-12-02,5000.0,2013-10-03 20:55:54,5346.0,successful,95,US,5346.0,5346.0,5000.0,-346.0,2013-10-03 20:55:54,2013-12-02 00:00:00
4353,The Pikes Peak Flute Choir 30th Anniversary Gala Concert,Classical Music,Music,USD,2014-05-11,1300.0,2014-04-17 03:00:23,601.0,failed,13,US,601.0,601.0,1300.0,699.0,2014-04-17 03:00:23,2014-05-11 00:00:00
4354,TransPhat Debut EP!,Electronic Music,Music,USD,2011-11-10,800.0,2011-10-11 20:23:43,115.01,failed,10,US,115.01,115.01,800.0,684.99,2011-10-11 20:23:43,2011-11-10 00:00:00
4355,Requiem: A Video Game Themed Coffee Shop (Canceled),Restaurants,Food,USD,2016-06-02,200000.0,2016-04-18 21:07:38,3742.0,canceled,36,US,3742.0,3742.0,200000.0,196258.0,2016-04-18 21:07:38,2016-06-02 00:00:00
4356,The Bloolights Summer Concert,Rock,Music,USD,2015-03-23,400.0,2015-01-22 01:23:20,465.0,successful,16,US,465.0,465.0,400.0,-65.0,2015-01-22 01:23:20,2015-03-23 00:00:00
4357,SNAP SCENES - Laser cut animal wood toy set,Design,Design,CAD,2015-12-14,1200.0,2015-11-11 20:15:21,1667.0,successful,45,CA,1256.22,1194.47,859.85,-56.22000000000003,2015-11-11 20:15:21,2015-12-14 00:00:00
4358,SPRING AWAKENING:  A Band in Bloom!,Theater,Theater,USD,2013-10-06,400.0,2013-09-16 15:52:44,410.0,successful,9,US,410.0,410.0,400.0,-10.0,2013-09-16 15:52:44,2013-10-06 00:00:00
4359,Help Raivis Ordway's new EP become a success,Electronic Music,Music,USD,2018-02-01,4200.0,2017-12-26 23:13:01,0.0,live,0,US,0.0,0.0,4200.0,4200.0,2017-12-26 23:13:01,2018-02-01 00:00:00
4360,#Help Vita to record an album to come back his girl!,Pop,Music,USD,2017-01-25,5000.0,2016-12-26 20:31:26,0.0,canceled,0,US,0.0,0.0,5000.0,5000.0,2016-12-26 20:31:26,2017-01-25 00:00:00
4361,Krowd Karl - Mountainbike Hardtail Rahmen m. pinion Getriebe,Product Design,Design,EUR,2017-10-07,10000.0,2017-08-30 16:53:30,19442.0,successful,35,DE,71.81,22961.0,11810.0,9928.19,2017-08-30 16:53:30,2017-10-07 00:00:00
4362,Erasable Fantasy Gaming Maps,Tabletop Games,Games,USD,2014-01-09,2000.0,2013-12-10 18:56:50,2729.0,successful,85,US,2729.0,2729.0,2000.0,-729.0,2013-12-10 18:56:50,2014-01-09 00:00:00
4363,N/A (Canceled),Conceptual Art,Art,USD,2015-04-01,100000.0,2015-02-17 23:06:55,0.0,canceled,0,US,0.0,0.0,100000.0,100000.0,2015-02-17 23:06:55,2015-04-01 00:00:00
4364,Connect To Your Coffee with Café Indigo,Drinks,Food,USD,2017-09-16,15000.0,2017-08-02 07:09:40,1145.0,failed,12,US,75.0,1145.0,15000.0,14925.0,2017-08-02 07:09:40,2017-09-16 00:00:00
4365,Patients Finding Cures: The Drug Trial Revolution,Documentary,Film & Video,USD,2012-09-24,20000.0,2012-08-25 21:19:39,27256.33,successful,128,US,27256.33,27256.33,20000.0,-7256.330000000002,2012-08-25 21:19:39,2012-09-24 00:00:00
4366,Underfuse :: Performance Pocket,Product Design,Design,USD,2012-01-16,11500.0,2011-12-08 20:43:07,12808.0,successful,274,US,12808.0,12808.0,11500.0,-1308.0,2011-12-08 20:43:07,2012-01-16 00:00:00
4367,Help us release THREE Richmond bands on vinyl!,Indie Rock,Music,USD,2012-12-21,2500.0,2012-11-26 17:04:48,2565.71,successful,42,US,2565.71,2565.71,2500.0,-65.71000000000004,2012-11-26 17:04:48,2012-12-21 00:00:00
4368,Alex & Xavier - Metallic Gold Leather Handbag,Accessories,Fashion,AUD,2015-07-10,4000.0,2015-06-10 09:50:31,444.0,failed,3,AU,341.82,331.64,2987.75,3658.18,2015-06-10 09:50:31,2015-07-10 00:00:00
4369,c-booc - 20 years of c-base in a book,Art Books,Publishing,EUR,2015-06-26,12200.0,2015-06-03 08:47:37,12234.5,successful,304,DE,13366.35,13705.05,13666.41,-1166.3500000000004,2015-06-03 08:47:37,2015-06-26 00:00:00
4370,Forging Foreshadows,Fiction,Publishing,USD,2010-11-03,13700.0,2010-09-22 18:11:12,13838.0,successful,83,US,13838.0,13838.0,13700.0,-138.0,2010-09-22 18:11:12,2010-11-03 00:00:00
4371,Hanafuda Cards - Now Including Dark Hanafuda Deck!!,Playing Cards,Games,GBP,2015-04-18,2000.0,2015-03-19 18:09:25,953.0,canceled,57,GB,1406.52,1440.88,3023.89,593.48,2015-03-19 18:09:25,2015-04-18 00:00:00
4372,Le' Chef Amours Amazing Box (Cooking kit for Kids),Farmer's Markets,Food,USD,2014-05-27,10000.0,2014-04-11 23:03:36,367.0,failed,8,US,367.0,367.0,10000.0,9633.0,2014-04-11 23:03:36,2014-05-27 00:00:00
4373,KYUBIKO! A BRAND NEW PUZZLE GAME FOR THE MASSES!,Video Games,Games,USD,2012-08-03,10000.0,2012-06-19 18:13:38,436.0,failed,7,US,436.0,436.0,10000.0,9564.0,2012-06-19 18:13:38,2012-08-03 00:00:00
4374,A Revolutionary Wine Club - Become a sommelier in 90 days.,Drinks,Food,USD,2016-05-27,2895.0,2016-04-27 01:20:44,0.0,failed,0,US,0.0,0.0,2895.0,2895.0,2016-04-27 01:20:44,2016-05-27 00:00:00
4375,Help Us Create for the 2015 ACE Awards!,Performances,Dance,USD,2015-07-15,1000.0,2015-07-01 20:31:31,1260.0,successful,31,US,1260.0,1260.0,1000.0,-260.0,2015-07-01 20:31:31,2015-07-15 00:00:00
4376,RECITE AFTER ME,Narrative Film,Film & Video,USD,2010-01-26,3500.0,2009-12-07 08:42:28,0.0,failed,0,US,0.0,0.0,3500.0,3500.0,2009-12-07 08:42:28,2010-01-26 00:00:00
4377,Poetic Verse: Love 2.0,Poetry,Publishing,USD,2017-10-08,800.0,2017-09-06 02:53:48,41.0,failed,2,US,0.0,41.0,800.0,800.0,2017-09-06 02:53:48,2017-10-08 00:00:00
4378,Tropical Arts & Crafts,DIY,Crafts,USD,2015-02-08,100.0,2015-01-09 20:42:26,125.0,successful,6,US,125.0,125.0,100.0,-25.0,2015-01-09 20:42:26,2015-02-08 00:00:00
4379,Silver Lining,Webseries,Film & Video,USD,2015-07-23,3000.0,2015-06-23 00:08:46,1.0,failed,1,US,1.0,1.0,3000.0,2999.0,2015-06-23 00:08:46,2015-07-23 00:00:00
4380,TROLLEY JOE MOBILE COFFEE BAR,Food Trucks,Food,USD,2018-01-02,60000.0,2017-12-14 06:26:42,0.0,live,0,US,0.0,0.0,60000.0,60000.0,2017-12-14 06:26:42,2018-01-02 00:00:00
4381,The Lonesome Valley Ramblers record their debut CD,Rock,Music,USD,2012-04-29,3000.0,2012-03-19 17:54:59,3080.0,successful,36,US,3080.0,3080.0,3000.0,-80.0,2012-03-19 17:54:59,2012-04-29 00:00:00
4382,Old Kent Road's next adventure...,Dance,Dance,GBP,2016-12-31,4000.0,2016-11-30 12:16:12,4205.0,successful,62,GB,0.0,5198.8,4945.35,4000.0,2016-11-30 12:16:12,2016-12-31 00:00:00
4383,Essential Mobile Kit,Gadgets,Technology,USD,2017-08-15,8500.0,2017-07-16 20:23:55,506.0,failed,8,US,394.0,506.0,8500.0,8106.0,2017-07-16 20:23:55,2017-08-15 00:00:00
4384,#mylocalshop,Design,Design,USD,2016-06-18,1000.0,2016-06-04 03:07:50,1032.0,successful,22,US,1032.0,1032.0,1000.0,-32.0,2016-06-04 03:07:50,2016-06-18 00:00:00
4385,My Full Length The Godfather Reenactment (Canceled),Film & Video,Film & Video,USD,2012-08-22,16000.0,2012-07-23 23:06:56,1805.28,canceled,36,US,1805.28,1805.28,16000.0,14194.72,2012-07-23 23:06:56,2012-08-22 00:00:00
4386,Spectrum,Mixed Media,Art,USD,2015-03-08,5000.0,2015-02-06 01:08:15,50.0,failed,1,US,50.0,50.0,5000.0,4950.0,2015-02-06 01:08:15,2015-03-08 00:00:00
4387,Spectre Miniatures Militia Technical,Tabletop Games,Games,GBP,2015-03-15,1200.0,2015-03-01 11:30:31,4572.0,successful,74,GB,7057.27,6790.84,1782.37,-5857.27,2015-03-01 11:30:31,2015-03-15 00:00:00
4388,Repair of small town ballpark icon Ryan Hope,Architecture,Design,USD,2015-06-08,3000.0,2015-04-09 03:56:57,300.0,failed,4,US,300.0,300.0,3000.0,2700.0,2015-04-09 03:56:57,2015-06-08 00:00:00
4389,Games By Scorch,Gaming Hardware,Games,GBP,2015-06-05,1000.0,2015-04-06 21:55:40,28.0,failed,4,GB,41.77,42.93,1533.13,958.23,2015-04-06 21:55:40,2015-06-05 00:00:00
4390,Scentiful - handgemachtes Duftwachs der besonderen Art,Candles,Crafts,EUR,2017-05-06,650.0,2017-04-15 21:57:30,71.0,failed,4,DE,63.68,77.22,706.94,586.32,2017-04-15 21:57:30,2017-05-06 00:00:00
4391,Mid West Paranormal Investigation Society,Journalism,Journalism,USD,2016-06-19,35000.0,2016-05-15 20:59:44,1.0,failed,1,US,1.0,1.0,35000.0,34999.0,2016-05-15 20:59:44,2016-06-19 00:00:00
4392,SKETCHUATIONS,Playing Cards,Games,CAD,2016-12-09,20000.0,2016-10-25 06:06:43,2570.0,canceled,78,CA,594.63,1950.37,15177.96,19405.37,2016-10-25 06:06:43,2016-12-09 00:00:00
4393,The Table Games: First Set (Canceled),Video Games,Games,USD,2014-07-30,10000.0,2014-07-02 23:33:13,60.0,canceled,2,US,60.0,60.0,10000.0,9940.0,2014-07-02 23:33:13,2014-07-30 00:00:00
4394,Crunchy Kitchen: Food everyone can eat...seriously!,Food,Food,USD,2016-08-23,15000.0,2016-07-29 16:58:46,307.0,failed,9,US,50.0,307.0,15000.0,14950.0,2016-07-29 16:58:46,2016-08-23 00:00:00
4395,Get Rich or Dye Tryin,DIY,Crafts,USD,2016-05-25,43000.0,2016-04-25 20:16:34,35.0,failed,2,US,35.0,35.0,43000.0,42965.0,2016-04-25 20:16:34,2016-05-25 00:00:00
4396,RAZED - a 3-D wooden board game,Tabletop Games,Games,GBP,2013-08-31,2013.0,2013-08-01 17:02:34,96.0,failed,4,GB,146.26,149.55,3135.9,1866.74,2013-08-01 17:02:34,2013-08-31 00:00:00
4397,What2Share - Enjoy 9 Apps in your Keyboard,Apps,Technology,EUR,2016-03-02,20000.0,2016-02-01 09:10:28,1500.0,failed,52,IT,1624.61,1645.49,21939.93,18375.39,2016-02-01 09:10:28,2016-03-02 00:00:00
4398,"Joshua Novak's new album, EPHEMERON + West Coast Tour!!",Indie Rock,Music,USD,2012-06-09,7000.0,2012-05-10 00:25:29,7142.0,successful,92,US,7142.0,7142.0,7000.0,-142.0,2012-05-10 00:25:29,2012-06-09 00:00:00
4399,BUDDY TOOL - the new generation of tools,Fabrication Tools,Technology,EUR,2017-06-20,25000.0,2017-05-23 09:59:56,61.0,failed,3,DE,0.0,68.16,27932.65,25000.0,2017-05-23 09:59:56,2017-06-20 00:00:00
4400,Outta Words (Wood),Crafts,Crafts,DKK,2015-04-12,7500.0,2015-03-13 22:06:37,0.0,failed,0,DK,0.0,0.0,1087.08,7500.0,2015-03-13 22:06:37,2015-04-12 00:00:00
4401,Two Old Hats - an Australian short film for Tropfest,Shorts,Film & Video,AUD,2016-04-08,2000.0,2016-03-19 00:06:35,30.0,failed,2,AU,22.79,22.59,1505.91,1977.21,2016-03-19 00:06:35,2016-04-08 00:00:00
4402,Canada's 1st Computer Generated Comic continues...,Comics,Comics,CAD,2013-10-24,10000.0,2013-09-24 03:45:28,1091.0,failed,14,CA,1059.03,1045.22,9580.38,8940.97,2013-09-24 03:45:28,2013-10-24 00:00:00
4403,#DisturbingTheScene with our NEW S-Range Shades,Accessories,Fashion,GBP,2017-02-04,3000.0,2017-01-05 22:25:23,351.0,failed,10,GB,86.92,437.42,3738.64,2913.08,2017-01-05 22:25:23,2017-02-04 00:00:00
4404,STOCKED AND LOADED,Webseries,Film & Video,USD,2012-06-30,70000.0,2012-05-16 22:44:18,3746.0,failed,19,US,3746.0,3746.0,70000.0,66254.0,2012-05-16 22:44:18,2012-06-30 00:00:00
4405,The TriggerPod - Clip it There!,Product Design,Design,USD,2016-06-12,10000.0,2016-05-13 14:03:51,1096.0,failed,39,US,1096.0,1096.0,10000.0,8904.0,2016-05-13 14:03:51,2016-06-12 00:00:00
4406,Bright Lights and Promises. Sarah Partridge Sings Janis Ian,Jazz,Music,USD,2016-04-30,33000.0,2016-03-31 03:38:52,35752.0,successful,242,US,35752.0,35752.0,33000.0,-2752.0,2016-03-31 03:38:52,2016-04-30 00:00:00
4407,PEACH COBBLER,Food,Food,USD,2014-08-10,75.0,2014-07-16 18:44:42,0.0,failed,0,US,0.0,0.0,75.0,75.0,2014-07-16 18:44:42,2014-08-10 00:00:00
4408,STOP the WRECKING BALL!,Crafts,Crafts,USD,2014-01-18,90000.0,2013-12-19 05:13:43,426.0,failed,10,US,426.0,426.0,90000.0,89574.0,2013-12-19 05:13:43,2014-01-18 00:00:00
4409,Fit Life Zone,Apps,Technology,USD,2016-03-19,150000.0,2016-02-18 17:01:20,0.0,failed,0,US,0.0,0.0,150000.0,150000.0,2016-02-18 17:01:20,2016-03-19 00:00:00
4410,! The World's First SMART WINDOW SOLAR SYSTEM:Just Plug&Play,Gadgets,Technology,GBP,2014-11-02,25000.0,2014-10-03 10:32:59,12.0,failed,3,GB,19.45,18.98,39548.83,24980.55,2014-10-03 10:32:59,2014-11-02 00:00:00
4411,SquadeeATF,Apps,Technology,GBP,2014-08-24,250.0,2014-07-25 18:07:20,0.0,failed,0,GB,0.0,0.0,414.56,250.0,2014-07-25 18:07:20,2014-08-24 00:00:00
4412,The Posh Factory,Spaces,Dance,USD,2015-11-15,8500.0,2015-10-01 21:46:15,8861.0,successful,310,US,8861.0,8861.0,8500.0,-361.0,2015-10-01 21:46:15,2015-11-15 00:00:00
4413,Pyggycook,Video Games,Games,CAD,2013-12-21,8500.0,2013-11-21 05:26:04,3.0,failed,2,CA,2.88,2.81,7970.74,8497.12,2013-11-21 05:26:04,2013-12-21 00:00:00
4414,Linepassing,Web,Technology,USD,2015-12-05,5000.0,2015-11-05 22:40:49,0.0,failed,0,US,0.0,0.0,5000.0,5000.0,2015-11-05 22:40:49,2015-12-05 00:00:00
4415,MIND-The Fall of Paradise,Tabletop Games,Games,GBP,2014-12-13,25000.0,2014-11-12 19:28:18,16683.0,failed,257,GB,26437.9,26105.53,39119.96,-1437.9000000000015,2014-11-12 19:28:18,2014-12-13 00:00:00
4416,Just to Be in a Music Video...,Music,Music,USD,2014-09-15,2000.0,2014-08-21 03:10:10,2110.0,,0,"N,0",,2110.0,2000.0,,2014-08-21 03:10:10,2014-09-15 00:00:00
4417,A New World (Canceled),Video Games,Games,USD,2012-05-03,3500.0,2012-04-12 22:27:01,10.0,canceled,1,US,10.0,10.0,3500.0,3490.0,2012-04-12 22:27:01,2012-05-03 00:00:00
4418,RETURNING HOME,Immersive,Theater,EUR,2017-03-22,600.0,2017-03-08 22:19:53,630.0,successful,20,DE,84.65,680.71,648.3,515.35,2017-03-08 22:19:53,2017-03-22 00:00:00
4419,"Mobi - a modern, compact bedside or couch table",Product Design,Design,USD,2014-12-24,5000.0,2014-11-09 04:22:43,3389.0,failed,44,US,3389.0,3389.0,5000.0,1611.0,2014-11-09 04:22:43,2014-12-24 00:00:00
4420,New  Platform One album The Last Cathedral and T-Shirts,Pop,Music,USD,2014-01-10,3000.0,2013-12-11 03:42:46,4785.0,successful,70,US,4785.0,4785.0,3000.0,-1785.0,2013-12-11 03:42:46,2014-01-10 00:00:00
4421,EVERGREEN : white road Dance Media's 10th NYC Season!,Dance,Dance,USD,2013-04-10,3100.0,2013-04-05 15:26:26,3207.0,successful,19,US,3207.0,3207.0,3100.0,-107.0,2013-04-05 15:26:26,2013-04-10 00:00:00
4422,Cryptocurrency clothing line,Apparel,Fashion,USD,2018-01-12,15000.0,2017-12-13 18:42:33,0.0,live,0,US,0.0,0.0,15000.0,15000.0,2017-12-13 18:42:33,2018-01-12 00:00:00
4423,DUBWARS - Play till you DROP!,Video Games,Games,USD,2013-07-21,30000.0,2013-06-10 14:56:08,34509.7,successful,358,US,34509.7,34509.7,30000.0,-4509.699999999997,2013-06-10 14:56:08,2013-07-21 00:00:00
4424,Woody - Pseudo pyramid hologram,Product Design,Design,HKD,2017-06-19,5000.0,2017-05-25 21:00:22,8180.0,successful,32,HK,398.0,1048.74,641.04,4602.0,2017-05-25 21:00:22,2017-06-19 00:00:00
4425,Alice's Adventures in Wonderland - The Paper-Cut & Art-Book,Art Books,Publishing,EUR,2016-06-03,4800.0,2016-05-03 04:23:34,4417.0,failed,81,DE,5057.06,4926.72,5353.92,-257.0600000000004,2016-05-03 04:23:34,2016-06-03 00:00:00
4426,Whitetail    'SURVIVAL',Video Games,Games,USD,2013-06-01,75000.0,2013-04-30 01:53:17,245.0,failed,8,US,245.0,245.0,75000.0,74755.0,2013-04-30 01:53:17,2013-06-01 00:00:00
4427,Me + You -- Feature film set in Brazil,Narrative Film,Film & Video,USD,2013-09-21,75000.0,2013-08-12 17:21:26,77195.18,successful,2154,US,77195.18,77195.18,75000.0,-2195.179999999993,2013-08-12 17:21:26,2013-09-21 00:00:00
4428,PID Temperature Controller - Open Source,Hardware,Technology,USD,2011-10-01,10000.0,2011-08-27 20:53:10,2197.0,failed,39,US,2197.0,2197.0,10000.0,7803.0,2011-08-27 20:53:10,2011-10-01 00:00:00
4429,Let's Talk Sarcoidosis On The Road,Television,Film & Video,USD,2017-02-18,3000.0,2017-01-19 14:30:51,0.0,canceled,0,US,0.0,0.0,3000.0,3000.0,2017-01-19 14:30:51,2017-02-18 00:00:00
4430,Jason and the Draconauts: ReGenesis,Fiction,Publishing,USD,2017-10-18,3500.0,2017-09-17 03:33:50,3500.0,successful,57,US,55.0,3500.0,3500.0,3445.0,2017-09-17 03:33:50,2017-10-18 00:00:00
4431,History Of Tha Streetz,Documentary,Film & Video,USD,2015-02-23,3800.0,2015-01-29 15:16:13,2108.0,failed,20,US,2108.0,2108.0,3800.0,1692.0,2015-01-29 15:16:13,2015-02-23 00:00:00
4432,The Bad Bad Bully's Alphabet Book,Children's Books,Publishing,USD,2016-02-29,5000.0,2016-01-30 17:59:30,8220.0,successful,127,US,8220.0,8220.0,5000.0,-3220.0,2016-01-30 17:59:30,2016-02-29 00:00:00
4433,gather your quiet - leaves crowd the ground ep.,Rock,Music,USD,2012-10-06,1800.0,2012-09-06 00:26:44,1877.0,successful,40,US,1877.0,1877.0,1800.0,-77.0,2012-09-06 00:26:44,2012-10-06 00:00:00
4434,Made in Chautauqua County,DIY,Crafts,USD,2017-04-25,2000.0,2017-03-25 23:07:22,101.0,failed,2,US,125.0,101.0,2000.0,1875.0,2017-03-25 23:07:22,2017-04-25 00:00:00
4435,"Dash Electric: The modular, future-proof electric longboard",Product Design,Design,USD,2016-12-18,100000.0,2016-11-18 04:03:44,13004.0,failed,29,US,8737.0,13004.0,100000.0,91263.0,2016-11-18 04:03:44,2016-12-18 00:00:00
4436,"The Hair Affair - A Tribute to the Hair, Barber and Beauty Industry",Documentary,Film & Video,USD,2010-10-20,38500.0,2010-09-20 23:24:20,0.0,failed,0,US,0.0,0.0,38500.0,38500.0,2010-09-20 23:24:20,2010-10-20 00:00:00
4437,King Lear: A Radio Play,Radio & Podcasts,Publishing,USD,2012-07-27,1350.0,2012-07-06 16:28:16,1810.0,successful,27,US,1810.0,1810.0,1350.0,-460.0,2012-07-06 16:28:16,2012-07-27 00:00:00
4438,Eat n mess 1st Cake Shop - Making Gluten Free Taste Good,Restaurants,Food,GBP,2015-04-30,12000.0,2015-03-31 00:10:46,12625.0,successful,96,GB,18781.11,19483.93,18519.38,-6781.110000000001,2015-03-31 00:10:46,2015-04-30 00:00:00
4439,Helix³ at the Orlando Fringe 2014,Theater,Theater,USD,2014-05-04,750.0,2014-04-09 19:06:08,775.0,successful,27,US,775.0,775.0,750.0,-25.0,2014-04-09 19:06:08,2014-05-04 00:00:00
4440,"MemoMe, Location Based Reminder App that relies on WiFi & BT",Apps,Technology,GBP,2015-11-12,10000.0,2015-10-13 20:47:20,520.0,failed,18,GB,797.17,791.63,15223.71,9202.83,2015-10-13 20:47:20,2015-11-12 00:00:00
4441,Pittsburgh Pro Football Hall of Fame,Nonfiction,Publishing,USD,2014-08-10,12500.0,2014-07-11 19:57:04,2500.0,failed,1,US,2500.0,2500.0,12500.0,10000.0,2014-07-11 19:57:04,2014-08-10 00:00:00
4442,Enough is Enough!,Documentary,Film & Video,USD,2013-09-29,45000.0,2013-08-30 04:48:20,5616.01,failed,59,US,5616.01,5616.01,45000.0,39383.99,2013-08-30 04:48:20,2013-09-29 00:00:00
4443,2017 Atlanta Film Festival,Festivals,Film & Video,USD,2016-12-14,30000.0,2016-11-15 17:50:44,31639.19,successful,159,US,180.0,31639.19,30000.0,29820.0,2016-11-15 17:50:44,2016-12-14 00:00:00
4444,Sarah,Drama,Film & Video,USD,2014-08-08,20000.0,2014-07-09 17:13:47,1.0,failed,1,US,1.0,1.0,20000.0,19999.0,2014-07-09 17:13:47,2014-08-08 00:00:00
4445,Delta James - Style for the Soul,Fashion,Fashion,GBP,2017-02-03,3000.0,2017-01-04 12:11:08,0.0,failed,0,GB,0.0,0.0,3746.3,3000.0,2017-01-04 12:11:08,2017-02-03 00:00:00
4446,Woofy and Bear,Family,Film & Video,AUD,2017-06-21,3000.0,2017-05-22 08:52:19,184.0,failed,10,AU,7.46,139.25,2270.32,2992.54,2017-05-22 08:52:19,2017-06-21 00:00:00
4447,Plasma - Stream High Quality Mobile Games On Demand,Apps,Technology,USD,2017-02-02,14000.0,2016-12-29 22:15:01,15.0,failed,1,US,0.0,15.0,14000.0,14000.0,2016-12-29 22:15:01,2017-02-02 00:00:00
4448,Caribbean Fusion - Jamaican & American Cuisine,Restaurants,Food,USD,2018-01-05,15000.0,2017-11-06 22:38:11,130.0,live,2,US,0.0,130.0,15000.0,15000.0,2017-11-06 22:38:11,2018-01-05 00:00:00
4449,Dr. Wicked,Product Design,Design,USD,2016-09-16,12500.0,2016-08-16 20:08:02,391.0,failed,11,US,260.0,391.0,12500.0,12240.0,2016-08-16 20:08:02,2016-09-16 00:00:00
4450,Rattlesnake Rikki,Film & Video,Film & Video,USD,2011-05-27,700.0,2011-02-25 04:57:53,35.0,failed,2,US,35.0,35.0,700.0,665.0,2011-02-25 04:57:53,2011-05-27 00:00:00
4451,Working On It,Webseries,Film & Video,USD,2014-06-06,4000.0,2014-05-07 21:57:04,4375.0,successful,63,US,4375.0,4375.0,4000.0,-375.0,2014-05-07 21:57:04,2014-06-06 00:00:00
4452,Raising The Spirits of The Tsars,Food,Food,USD,2012-09-16,23600.0,2012-07-30 21:33:27,355.0,failed,4,US,355.0,355.0,23600.0,23245.0,2012-07-30 21:33:27,2012-09-16 00:00:00
4453,"Tokyo, Japan",Music,Music,USD,2016-09-03,20000.0,2016-07-05 17:04:29,0.0,failed,0,US,0.0,0.0,20000.0,20000.0,2016-07-05 17:04:29,2016-09-03 00:00:00
4454,Selfie Snap,Camera Equipment,Technology,USD,2015-02-12,25000.0,2015-01-13 21:13:52,0.0,failed,0,US,0.0,0.0,25000.0,25000.0,2015-01-13 21:13:52,2015-02-12 00:00:00
4455,Just Us Third Group Exhibition,Public Art,Art,USD,2012-04-22,500.0,2012-03-28 06:17:20,503.0,successful,13,US,503.0,503.0,500.0,-3.0,2012-03-28 06:17:20,2012-04-22 00:00:00
4456,Legacy - the Album,Faith,Music,USD,2016-08-11,3000.0,2016-07-12 23:52:39,687.0,failed,9,US,550.0,687.0,3000.0,2450.0,2016-07-12 23:52:39,2016-08-11 00:00:00
4457,Help A SUPERBUNNY CHRISTMAS play free for children & parents,Musical,Theater,USD,2014-12-14,3500.0,2014-10-30 00:28:37,3500.0,successful,15,US,3500.0,3500.0,3500.0,0.0,2014-10-30 00:28:37,2014-12-14 00:00:00
4458,First Worship EP!,Faith,Music,GBP,2014-09-02,300.0,2014-08-03 23:41:50,50.0,failed,1,GB,84.11,81.48,488.88,215.89,2014-08-03 23:41:50,2014-09-02 00:00:00
4459,Top Shelf Clothing,Apparel,Fashion,EUR,2015-11-21,3000.0,2015-10-16 18:31:03,28.0,failed,1,IE,32.15,29.62,3174.0,2967.85,2015-10-16 18:31:03,2015-11-21 00:00:00
4460,Michael Shirtz Quartet- 2 Albums,Jazz,Music,USD,2016-11-20,14000.0,2016-10-17 03:45:16,4644.0,failed,36,US,0.0,4644.0,14000.0,14000.0,2016-10-17 03:45:16,2016-11-20 00:00:00
4461,EarlyBee: A mobile app that is more than just free,Apps,Technology,USD,2015-11-18,1000.0,2015-10-19 22:03:28,5.0,canceled,1,US,5.0,5.0,1000.0,995.0,2015-10-19 22:03:28,2015-11-18 00:00:00
4462,The Protest Pair by Undies for Humanity,Apparel,Fashion,CAD,2017-01-21,15000.0,2016-12-17 04:26:23,15417.0,successful,159,CA,1175.29,11751.66,11433.8,13824.71,2016-12-17 04:26:23,2017-01-21 00:00:00
4463,GOSPEL - The 3rd full-length album from FALL CLASSIC,Indie Rock,Music,USD,2014-07-10,3000.0,2014-06-10 17:45:58,3125.0,successful,57,US,3125.0,3125.0,3000.0,-125.0,2014-06-10 17:45:58,2014-07-10 00:00:00
4464,Casey Rose & Joybug Children's Book Series,Children's Books,Publishing,USD,2016-05-12,3497.0,2016-03-28 21:11:12,348.0,failed,6,US,348.0,348.0,3497.0,3149.0,2016-03-28 21:11:12,2016-05-12 00:00:00
